    0.112755188941955566E+02    0.122737500441071461E+02    0.454087056517601013E+02   -0.359684896469116211E+01   -0.194260242646341474E+01    0.291642103258341438E-01   -0.209136062860488892E+01   -0.100023968128552099E+01    0.121810366132071746E+00    0.102127673327922821E+02   -0.910536183404157207E+00   -0.713408225774765015E+01    0.898918038606643677E+01   -0.930675814400000000E+10   -0.527299517548627783E+01    1
    0.763381910324096680E+01    0.122893542629675494E+02    0.469489073753356934E+02   -0.138524550199508667E+01   -0.201741829733840383E+01    0.245413164788033294E+00   -0.109086376428604126E+01   -0.184692622886789692E+01    0.363628507168484827E+00    0.961325553059577942E+01   -0.113210779006843953E+01   -0.116037806868553162E+02    0.640682071447372437E+01   -0.515046809600000000E+10   -0.527812338061448827E+01    1
    0.110398740768432617E+02    0.122732293145851372E+02    0.403598730564117432E+02   -0.230539017915725708E+01   -0.137164576728713428E+01    0.441097064080595680E+00   -0.283395272493362427E+01   -0.111729423829144636E+00    0.119003964889779823E+00    0.994886130094528198E+01   -0.130095412593584925E+00   -0.741661918163299561E+01    0.890988367795944214E+01   -0.284453664000000000E+09   -0.528325158574269871E+01    1
    0.118347311019897461E+02    0.122132691376024809E+02    0.419928314089775085E+02   -0.275745004415512085E+01   -0.779029280431599247E+00    0.234271149860723005E+00   -0.290138113498687744E+01   -0.885442098674817046E+00    0.269548250103189613E+00    0.960120710730552673E+01   -0.972396628055438583E-02   -0.837060338258743286E+01    0.584352219104766846E+01   -0.218008672000000000E+09   -0.528837979087090826E+01    1
    0.116079325675964355E+02    0.122345708755768783E+02    0.467515622377395630E+02   -0.307834291458129883E+01   -0.817844052407824762E+00    0.191482782572396426E+00   -0.121774619817733765E+01   -0.387328360827966733E+00    0.300477720050224217E+00    0.864424428343772888E+01   -0.770754937178677935E+00   -0.835135853290557861E+01    0.561565649509429932E+01   -0.217202992000000000E+09   -0.529350799599910271E+01    1
    0.112710008621215820E+02    0.122029199095534295E+02    0.469489749670028687E+02   -0.246708589792251587E+01   -0.188643899509070145E+01    0.175048722907274086E-01   -0.126998525857925415E+01   -0.176924163085491415E+00    0.143989015951793586E+00    0.998714739084243774E+01    0.204495302418989944E+00   -0.968495130538940430E+01    0.386580502986907959E+01   -0.904163280000000000E+08   -0.529863620112730427E+01    1
    0.117656455039978027E+02    0.122914740643745972E+02    0.408862231373786926E+02   -0.133850622177124023E+01   -0.169898058334411317E+01    0.473947185266193505E+00   -0.267765593528747559E+01    0.108729827354890674E+00    0.329750633873974408E+00    0.857779207825660706E+01   -0.530702862397545161E+00   -0.727537220716476440E+01    0.356705570220947266E+01   -0.510819000000000000E+08   -0.530376440625551293E+01    1
    0.116442413330078125E+02    0.123580788416107339E+02    0.410874944329261780E+02   -0.324947625398635864E+01   -0.144805769561006237E+01    0.324715137551559148E-02   -0.129651069641113281E+01   -0.169011525055774570E+01    0.220031620114923943E+00    0.812098965048789978E+01   -0.113792622154676515E+01   -0.949673354625701904E+01    0.543684649467468262E+01   -0.480121880000000000E+08   -0.530889261138372248E+01    1
    0.108718438148498535E+02    0.122888825403377382E+02    0.460752003788948059E+02   -0.357256942987442017E+01    0.109973168349629447E+00    0.414713735376913833E-01   -0.113430178165435791E+01    0.193775405205164120E+00    0.197364617521447627E+00    0.894975298643112183E+01   -0.138715497514458974E+01   -0.781996744871139526E+01    0.902548962831497192E+01   -0.465917400000000000E+08   -0.531402081651193114E+01    1
    0.109036030769348145E+02    0.122803119251134945E+02    0.431908286213874817E+02   -0.290050280094146729E+01   -0.295040007864878717E+00    0.882613893185709986E-01   -0.361013716459274292E+01   -0.210753471660570924E+01    0.327694154427594864E+00    0.874059683084487915E+01   -0.212328887091149721E+01   -0.768457508087158203E+01    0.655308824777603149E+01   -0.172665180000000000E+08   -0.531914902164013625E+01    1
    0.110971636772155762E+02    0.122212716853409802E+02    0.418070678114891052E+02   -0.384687680006027222E+01   -0.417756508771750745E+00    0.349310153701129666E+00   -0.196135860681533813E+01   -0.836314709660713973E+00    0.335176134723513819E+00    0.104908077418804169E+02   -0.116864274620365727E+01   -0.100480683445930481E+02    0.518562704324722290E+01   -0.725820050000000000E+07   -0.532427722676833692E+01    1
    0.108628220558166504E+02    0.122928253599876030E+02    0.450927642583847046E+02   -0.225474256277084351E+01   -0.216097978272992286E+01    0.290085411834639428E+00   -0.387541657686233521E+01   -0.207693780406722617E+01    0.251476026507183814E+00    0.982170322537422180E+01    0.789254154640399719E-01   -0.782801127433776855E+01    0.698147797584533691E+01   -0.514029750000000000E+07   -0.532940543189654115E+01    1
    0.714152860641479492E+01    0.122054382629981433E+02    0.452084941267967224E+02   -0.308095771074295044E+01   -0.109750186314380294E+01    0.312849507955819606E+01   -0.102761155366897583E+01   -0.133477419021718191E+01    0.188431287972512518E+00    0.764687749743461609E+01   -0.183783333865496079E+01   -0.108221986293792725E+02    0.347285920381546021E+01   -0.454562750000000000E+07   -0.533453363702474270E+01    1
    0.539108514785766602E+01    0.123459217587260355E+02    0.464437798261642456E+02   -0.210126906633377075E+01   -0.264344223139602263E+00    0.790394437919964998E+00   -0.161397212743759155E+01   -0.521573815653333384E-01    0.489490366021207102E+00    0.907614418864250183E+01    0.143669300196727967E+00   -0.758597636222839355E+01    0.608019024133682251E+01   -0.189084450000000000E+07   -0.533966184215294870E+01    1
    0.108568577766418457E+02    0.122736349357269319E+02    0.446012030243873596E+02   -0.349939483404159546E+01    0.208733155357375466E+00    0.412392922506505610E+00   -0.289674878120422363E+01    0.266578537682402583E-01    0.390636444499207869E+00    0.988592115044593811E+01   -0.143567569360698144E+01   -0.118364929556846619E+02    0.532479912042617798E+01   -0.170788150000000000E+07   -0.534479004728115559E+01    1
    0.111839981079101562E+02    0.122189937410412313E+02    0.433131107091903687E+02   -0.295544338226318359E+01    0.375702708458268475E+00    0.565653878780904562E+00   -0.282746356725692749E+01   -0.343500242076245854E+00    0.266328454888133503E+00    0.998774507641792297E+01   -0.290713615681466919E+00   -0.861709976196289062E+01    0.764043164253234863E+01   -0.169347475000000000E+07   -0.534991825240936247E+01    1
    0.112434759140014648E+02    0.123582678954427365E+02    0.463152717947959900E+02   -0.212529486417770386E+01   -0.409955524228168500E+00    0.121819993897599277E+01   -0.331622999906539917E+01   -0.133997861756684067E+01    0.458966756019865141E+00    0.967540585994720459E+01   -0.622444490251374383E+00   -0.124140666723251343E+02    0.548730117082595825E+01   -0.160752662500000000E+07   -0.535504645753756847E+01    1
    0.116714878082275391E+02    0.123211219943787569E+02    0.459301970601081848E+02   -0.152736896276473999E+01   -0.108296594699229942E+01    0.275093379827915951E+01   -0.170942854881286621E+01   -0.528753401129934630E+00    0.195710135639793670E+00    0.909195020794868469E+01   -0.185826351288320257E+01   -0.878528910875320435E+01    0.536513715982437134E+01   -0.122597087500000000E+07   -0.536017466266577625E+01    1
    0.446975278854370117E+01    0.122633301488586426E+02    0.443007104992866516E+02   -0.341367965936660767E+01   -0.179443796036321679E+01    0.154280524666856739E+00   -0.125486761331558228E+01    0.537775027843565567E-01    0.480384945942517572E+00    0.850746774673461914E+01   -0.121179166510388647E+01   -0.987397474050521851E+01    0.438968592882156372E+01   -0.102785243750000000E+07   -0.536530286779397958E+01    1
    0.876572942733764648E+01    0.122285983289732485E+02    0.469956178069114685E+02   -0.339506763219833374E+01   -0.151075010069689064E+01    0.273928760790790714E-02   -0.222972720861434937E+01   -0.101164857081458415E+01    0.387480855407264624E+00    0.744778853654861450E+01   -0.120010855371045899E+01   -0.714778834581375122E+01    0.836024701595306396E+01   -0.861700187500000000E+06   -0.537043107292217581E+01    1
    0.821045160293579102E+01    0.123793669420554124E+02    0.464573398828506470E+02   -0.348135125637054443E+01   -0.186641443279552810E+01    0.188003653039380891E+01   -0.162265622615814209E+01   -0.861370285548458625E+00    0.426293063438337061E+00    0.907075104117393494E+01   -0.207853521851633349E+01   -0.101255021095275879E+02    0.638506287336349487E+01   -0.821486875000000000E+06   -0.537555927805038714E+01    1
    0.110405230522155762E+02    0.123686961710963033E+02    0.452587802410125732E+02   -0.358220571279525757E+01   -0.151972840812929633E+01    0.211072872294598757E+00   -0.156897073984146118E+01   -0.179441827890910588E+01    0.435562539340695221E+00    0.797106611728668213E+01   -0.110837739720080553E+01   -0.107311418056488037E+02    0.504976946115493774E+01   -0.813650187500000000E+06   -0.538068748317859580E+01    1
    0.113840017318725586E+02    0.122154446931410803E+02    0.448895678520202637E+02   -0.362856608629226685E+01   -0.202763374688236375E+01    0.493697565446521436E-02   -0.216113704442977905E+01    0.739850871055534043E-01    0.235644484551085220E+00    0.101015957295894623E+02   -0.129862237797462221E+01   -0.121572487950325012E+02    0.832227969169616699E+01   -0.742051937500000000E+06   -0.538581568830680091E+01    1
    0.118321924209594727E+02    0.122120740536935273E+02    0.415010365247726440E+02   -0.102695852518081665E+01   -0.188314847292426890E+01    0.118773177379245198E+01   -0.386283558607101440E+01   -0.183217567638612877E+01    0.395736003310471762E+00    0.729334428906440735E+01   -0.921964782959979523E+00   -0.122465716004371643E+02    0.446993684768676758E+01   -0.729180187500000000E+06   -0.539094389343500602E+01    1
    0.582028341293334961E+01    0.123755260462509113E+02    0.469806383252143860E+02   -0.316162014007568359E+01   -0.165365125005717672E+01    0.267608111972548763E-02   -0.251182013750076294E+01   -0.171020428123803825E+01    0.172146631508519388E+00    0.944176441431045532E+01   -0.217168407867911561E+01   -0.929736441373825073E+01    0.450863975286483765E+01   -0.644960000000000000E+06   -0.539607209856321468E+01    1
    0.708190584182739258E+01    0.123788915239411494E+02    0.462618435025215149E+02   -0.353607636690139771E+01   -0.105315117853962548E+01    0.553917823546836940E+00   -0.129337751865386963E+01   -0.667118052803695960E+00    0.235638357193625136E+00    0.925154665112495422E+01   -0.468648513329332772E+00   -0.138070228695869446E+02    0.905491411685943604E+01   -0.634890625000000000E+06   -0.540120030369141801E+01    1
    0.698627710342407227E+01    0.122696157149162559E+02    0.458827585577964783E+02   -0.348151183128356934E+01   -0.782280284717730368E+00    0.434460741943008988E+00   -0.103645265102386475E+01    0.128039503446807146E+00    0.450916505042774585E+00    0.958967271447181702E+01   -0.146932259484439154E+01   -0.873321139812469482E+01    0.547021925449371338E+01   -0.567321187500000000E+06   -0.540632850881961513E+01    1
