z hmass bhmass stmass dymass gmass
7.6746988347809335 31960436964.86566 370757952.0 166178865.7375188 19288901.762076106 1056886198.794295 
7.571428615800144 33187186300.560966 460552000.0 169153692.12855417 25649966.244759873 1092868939.3270388 
7.470588269496647 34015352819.60437 570484288.0 172840578.02808204 30634384.316339727 1125797735.720407 
7.372093041276534 34890758783.58429 709339584.0 176764817.09710744 34606092.201684974 1167271246.1686935 
7.275862091395776 35808975494.53794 885471424.0 180989703.51416302 35871977.35663675 1190199562.2330642 
7.1818182242299216 36415707115.44139 1103704192.0 184233530.16396222 39179097.08233721 1225454419.7093253 
7.089887678533749 37655742545.02509 1378013056.0 187857121.88495743 41441864.476756155 1265598752.5628278 
7.000000018746457 37976085031.000885 1719122432.0 190293947.7584651 44479984.72409401 1301154257.3955112 
6.912087943117583 39086211987.009155 2153713664.0 193664362.76532966 47992812.76381928 1348166008.6835825 
6.826086971445962 39599940950.69383 2697977600.0 199566544.91350096 60920650.043211624 1377170566.0951962 
6.741935496813265 39780041334.51432 3385884672.0 202905312.83109915 70573009.74195041 1419514371.7148054 
6.659574490472182 41024505462.06082 4252196608.0 204883255.910245 72092073.30274132 1501701862.7576509 
6.578947393033193 42463832299.970474 5343999488.0 209092318.7826674 75240958.2433533 1571974224.639695 
6.5000000110594085 45172719220.54916 6730631168.0 264775372.34678173 80257018.45998009 1743327390.6856573 
6.422680418764917 47053439622.08444 8486249984.0 267180551.13102308 87219383.37509282 1838173717.4551756 
6.346938782539225 47183348095.659874 10698940416.0 270171201.06669164 106555751.79186128 1855516322.4234753 
6.27272727615381 47049010924.12164 13514057728.0 274459381.66227984 113296580.44618177 1901736896.5906549 
6.200000000017871 47609979332.74284 17094137856.0 280899564.3279788 137348370.89328948 1867463099.126679 
6.128712904264023 48449955713.02037 21653473280.0 289760749.32255226 159691217.4123489 1746159805.488833 
6.058823557905113 48945969884.85385 27466483712.0 299001699.38832176 181685952.21618444 1716917895.396102 
5.9902912816501095 49819899616.17951 34801311744.0 302862644.27881444 214820454.38601482 1599111603.9121442 
5.923076924597989 50315913788.01299 44230631424.0 304492469.3760306 215991385.60884994 1589269359.052974 
5.857142882537169 50814880425.15501 56147931136.0 305109587.61672413 215991385.60884994 1554948090.315673 
5.79245284921325 51539710658.399765 71520944128.0 305726705.85741764 215991385.60884994 1606026492.3646836 
5.728971993928865 51685857691.17213 90989207552.0 306517883.089076 215991385.60884994 1597102013.0506015 
5.66666668228044 51715382344.257454 116141047808.0 306707765.624674 215991385.60884994 1578097935.706174 
5.605504617152788 51746383229.99705 148760428544.0 306581177.26760864 215991385.60884994 1600092662.7026405 
5.5454545697402144 52475642161.204605 189314498560.0 306549530.17834234 215991385.60884994 1627135100.5260363 
5.486486486561121 53541482137.584885 242918588416.0 307135001.3297695 215991385.60884994 1685792980.5499954 
5.428571446793973 53594626513.13847 311175282688.0 306850177.5263725 215991385.60884994 1759578169.3238196 
5.371681443677108 54351933864.77709 399931965440.0 307309060.3207344 215991385.60884994 1887242527.7397275 
5.315789494186491 55044286979.62799 513042448384.0 307008412.9727042 215991385.60884994 1994462866.4493046 
5.260869567932341 56708001180.98612 660287520768.0 307514766.4009655 215991385.60884994 2103787736.6202672 
5.206896554009874 57708886920.57868 848048357376.0 308875591.2394179 215991385.60884994 2244807166.7401333 
5.153846160536542 59261883672.866844 1092667310080.0 314271419.95932776 215991385.60884994 2434689702.7677765 
5.101694921122881 60718925302.62769 1404654452736.0 315632244.79778016 215991385.60884994 2590235146.9246645 
5.0504202007188495 62111012695.60083 1821469179904.0 316550010.3865038 215991385.60884994 2694876247.8842096 
5.000000000007449 63551815766.16475 2343201669120.0 317847541.0464235 215991385.60884994 2769563378.5863233 
4.950413234078262 65714496604.664894 3040828981248.0 318749483.090514 215991385.60884994 2915361519.088065 
4.901639371455913 68156185414.82137 3936016138240.0 380049894.9994026 215991385.60884994 3058390539.7203913 
4.853658547788147 70729258931.20757 5080684691456.0 385018488.014217 215991385.60884994 3142461032.6803155 
4.806451641410779 78114850900.50192 6616541822976.0 432441651.2798182 216497742.42052826 3664052535.922102 
4.760000023668544 82617360496.01418 8592108814336.0 633606374.201269 216497742.42052826 4280253012.6145425 
