z hmass bhmass stmass dymass gmass
6.058823557905113 278845586.0643637 11186752512.0 2326061.0610755347 67693127.71682301 79687370.87332545 
5.9902912816501095 264762326.54266313 14166359040.0 2262766.882542867 69212184.40336995 81064019.28494176 
5.923076924597989 267581930.9123118 18000617472.0 2246943.3379097003 70984426.37000002 88437791.09406723 
5.857142882537169 260540301.15146148 22844254208.0 2246943.3379097003 72503483.05654696 88896673.89346392 
5.79245284921325 263345143.19456747 29088350208.0 2215296.2486433666 73263011.39982043 99656684.28429618 
5.728971993928865 243637437.2601122 36813258752.0 2199472.7040101998 74782074.96061134 106666514.59203306 
5.66666668228044 229554177.73841158 47197548544.0 2215296.2486433666 76554310.05299744 107331103.46326949 
5.605504617152788 233776203.12961322 60133220352.0 2231119.7932765335 79339258.76874013 117917054.8547455 
5.5454545697402144 219692943.6079126 76861054976.0 2215296.2486433666 81269725.20909269 122316000.23926996 
5.486486486561121 226734573.3687629 98597396480.0 2278590.427176034 83041967.17572276 126050356.79283673 
5.428571446793973 17103631532.329494 125598523392.0 288210041.9485019 84561023.86226971 1826464290.0261762 
5.371681443677108 17267493356.953056 162175254528.0 289776572.8671854 86333265.82889977 1864583208.9451 
5.315789494186491 17273398287.57012 207965634560.0 290298749.8400799 87345972.57801239 1926927974.6923676 
5.260869567932341 17187776793.622673 267583488000.0 291026632.8932056 87994736.22801174 1984889618.6719098 
5.206896554009874 17212872748.7452 341742616576.0 291754515.94633126 89007442.97712435 2053801155.6383007 
5.153846160536542 17567168585.769115 442589413376.0 292403281.27629113 89007442.97712435 2152081191.376718 
5.101694921122881 17702981989.961617 568847433728.0 293669164.8469445 89513792.91455868 2231214738.2734747 
5.0504202007188495 17893416002.361973 737728790528.0 294887577.7836983 90779678.06951044 2293448739.4348783 
5.000000000007449 18080897549.453793 952139644928.0 296454108.70238185 94814680.55631548 2351267971.7728558 
4.950413234078262 18473575435.488632 1232443146240.0 298147227.9781307 97314801.84692813 2388279242.644659 
4.901639371455913 19416888101.564808 1595543650304.0 300758112.84260327 99957336.85010579 2454722306.9503665 
4.853658547788147 22629170357.248302 2059902648320.0 304856410.9025935 102489100.28576535 2568525240.495867 
4.806451641410779 19062592264.54089 2683262992384.0 307688825.39193034 105226575.47257172 2475783445.3891273 
4.760000023668544 26362562739.887806 3485502013440.0 372755240.92351264 108660287.83831374 2728469630.76901 
