 wav[um] flux[uJy] fluxerr[uJy] wave_AA flux_flam fluxerr_flam wave_AA_rest
40 6.3119556013953035 0.053983382880687714 0.07927829772233963 63119.556013953035 4.0649338280511676e-22 5.969633932614057e-22 4731.60090059618
41 6.357499695436156 0.03539026528596878 0.08224039524793626 63574.99695436156 2.6268324751146477e-22 6.104270178759966e-22 4765.741900626804
42 6.4025242012027945 -0.09096673130989073 0.0819448307156563 64025.24201202794 -6.657349951906234e-22 5.997087143489822e-22 4799.493404199996
43 6.4470520090544525 -0.15588918328285217 0.0895744115114212 64470.52009054452 -1.125161566475375e-21 6.465213496527887e-22 4832.872570505587
44 6.49110600935037 -0.1116236224770546 0.08825283497571945 64911.06009350369 -7.947672510551684e-22 6.283657660894859e-22 4865.8965587334105
45 6.534709092449779 0.1249457001686096 0.08950391411781311 65347.09092449779 8.777888345637948e-22 6.287974404589503e-22 4898.582528073298
46 6.577884148711914 0.30680111050605774 0.09390796720981598 65778.84148711913 2.127187348506811e-21 6.511053347988737e-22 4930.947637715078
47 6.620654068496014 0.6930274963378905 0.09399581700563431 66206.54068496014 4.743183512709014e-21 6.433213860065461e-22 4963.009046848587
48 6.66304174216131 0.7011651396751404 0.09473899751901625 66630.41742161309 4.738015776853439e-21 6.401842298325724e-22 4994.78391466365
49 6.705067894042856 0.3490293025970459 0.09782925248146056 67050.67894042857 2.329039127332732e-21 6.528052376452902e-22 5026.2877766438205
50 6.74674367393982 -0.011066059581935404 0.09796152263879776 67467.4367393982 -7.293329554344891e-23 6.456369251946616e-22 5057.528990959385
51 6.788074423254033 -0.07243327796459198 0.10174012184143066 67880.74423254032 -4.715917554028322e-22 6.623999907549759e-22 5088.511561659695
52 6.829064572742552 -0.13151536881923676 0.10227320343255995 68290.64572742552 -8.4600966288818775e-22 6.579011953910835e-22 5119.238810151838
53 6.86971855316244 -0.1611442267894745 0.1031517907977104 68697.1855316244 -1.024372983978086e-21 6.557225775154836e-22 5149.714057842909
54 6.910040795270753 -0.0793367251753807 0.10575143247842787 69100.40795270752 -4.984645781113852e-22 6.644254985129116e-22 5179.9406261399945
55 6.950035729824551 0.09473942965269087 0.10643776506185532 69500.35729824551 5.884071562722866e-22 6.6106311690515e-22 5209.9218364501885
56 6.989707787580889 -0.07627114653587341 0.10811785608530045 69897.07787580889 -4.683424135488193e-22 6.638968989786624e-22 5239.661010180576
57 7.029061399296828 -0.03662005066871643 0.11128783226013184 70290.61399296828 -2.2235429450701013e-22 6.757316545865787e-22 5269.161468738253
58 7.068100995729425 -0.2551734149456024 0.11227916181087493 70681.00995729426 -1.5323260595727315e-21 6.742406360257558e-22 5298.426533530304
59 7.106831007635741 0.1168159395456314 0.11520101875066756 71068.3100763574 6.938592526256173e-22 6.842670022854531e-22 5327.459525963824
60 7.145255865772833 -0.23742184042930603 0.11632249504327774 71452.55865772832 -1.39510325386977e-21 6.835171146836742e-22 5356.263767445901
61 7.1833800008977535 0.06980081647634506 0.11864964663982391 71833.80000897753 4.058112429757183e-22 6.898108505343076e-22 5384.842579383623
62 7.221207843767571 0.027886809781193733 0.11944640427827836 72212.07843767571 1.6043547284903127e-22 6.87186540908152e-22 5413.199283184086
63 7.258743825139336 -0.049641285091638565 0.12407074123620986 72587.43825139337 -2.826450157127781e-22 7.064276547528643e-22 5441.337200254376
64 7.295992375770108 -0.3190031349658966 0.12315424531698226 72959.92375770108 -1.7978251966403623e-21 6.94067803840765e-22 5469.25965200158
65 7.332957926416943 0.1167612001299858 0.1268012374639511 73329.57926416943 6.514204955144021e-22 7.074347030404786e-22 5496.969959832791
66 7.369644907836903 0.04951371997594833 0.12897072732448575 73696.44907836903 2.7349770442126197e-22 7.123924010945171e-22 5524.4714451551
67 7.406057750787043 0.06476953625679016 0.12975560128688812 74060.57750787043 3.5425652138136787e-22 7.096973453599765e-22 5551.7674293755945
68 7.442200886024422 -0.089059479534626 0.13138701021671295 74422.00886024423 -4.823903708647893e-22 7.116572982061294e-22 5578.861233901366
69 7.478078744306096 -0.021402891725301743 0.1338719129562378 74780.78744306095 -1.1481896856610603e-22 7.181756167759169e-22 5605.756180139501
70 7.513695756389123 0.07635602355003358 0.13598136603832245 75136.95756389124 4.0574889576351916e-22 7.225924890956422e-22 5632.4555894970945
71 7.549056353030561 0.04726191237568855 0.13546253740787506 75490.56353030562 2.4879818663650092e-22 7.131077006861696e-22 5658.962783381231
72 7.584164964987469 -0.0820358172059059 0.13658107817173004 75841.64964987469 -4.278674232735075e-22 7.123546272304157e-22 5685.281083199002
73 7.619026023016899 -0.2303636074066162 0.13970379531383514 76190.26023016899 -1.190518673205529e-21 7.219889413575271e-22 5711.413810357496
74 7.6536439578759135 0.14992108941078186 0.14118540287017822 76536.43957875913 7.6779887869577e-22 7.230603408631412e-22 5737.3642862638035
75 7.688023200321567 -0.0031247355509549375 0.1401223391294479 76880.23200321567 -1.586007193434003e-23 7.112123064372181e-22 5763.135832325013
76 7.72216818111092 -0.060186930000782006 0.14173613488674164 77221.6818111092 -3.027923750025693e-22 7.130554907100829e-22 5788.7317699482155
77 7.756083331001024 -0.28176021575927734 0.1426536440849304 77560.83331001025 -1.4051283394149291e-21 7.114087327211545e-22 5814.155420540498
78 7.789773080748938 -0.12707450985908508 0.14733541011810303 77897.73080748938 -6.282465098650238e-22 7.284148275596315e-22 5839.4101055089495
79 7.823241861111722 -0.08505115658044815 0.14741568267345428 78232.41861111722 -4.1689622688767525e-22 7.225891376621432e-22 5864.499146260661
80 7.856494102846429 -0.03968433663249016 0.1513153314590454 78564.9410284643 -1.928780479258818e-22 7.354389219948287e-22 5889.425864202721
81 7.889534236710115 0.15865112841129303 0.1528884470462799 78895.34236710116 7.64648233984471e-22 7.368739333986653e-22 5914.193580742216
82 7.92236669345984 0.15276162326335907 0.1562172919511795 79223.6669345984 7.301727799152293e-22 7.466902478391059e-22 5938.805617286237
83 7.954995903852659 -0.1816997081041336 0.15686097741127014 79549.95903852659 -8.61381546611478e-22 7.436288849075709e-22 5963.265295241874
84 7.98742629864563 -0.08557520061731337 0.156712606549263 79874.2629864563 -4.023976658775726e-22 7.369049284618974e-22 5987.575936016215
85 8.019662308595805 -0.11406721919775008 0.16056033968925476 80196.62308595805 -5.320714376916631e-22 7.489405928851524e-22 6011.740861016346
86 8.051708364460243 -0.03889870271086693 0.16300125420093536 80517.08364460243 -1.8000323072185933e-22 7.542861412621516e-22 6035.763391649358
87 8.083568896996002 -0.04590675607323647 0.16929294168949127 80835.68896996003 -2.1076164104987596e-22 7.772376281982546e-22 6059.646849322341
88 8.115248336960137 -0.20781974494457245 0.17271310091018677 81152.48336960137 -9.46682684288266e-22 7.867611521947251e-22 6083.394555442382
89 8.146751115109701 0.27979332208633423 0.17065420746803284 81467.51115109702 1.2647063586629173e-21 7.713817460261084e-22 6107.009831416568
90 8.17808166220175 0.2209743708372116 0.1746097356081009 81780.8166220175 9.91197675732969e-22 7.832255090912685e-22 6130.495998651987
91 8.20924440899335 -0.2637026607990265 0.18135303258895877 82092.44408993349 -1.173895384106364e-21 8.073088349006741e-22 6153.8563785557335
92 8.240243786241543 -0.11812151968479156 0.1860227733850479 82402.43786241542 -5.218794062404031e-22 8.218777982237671e-22 6177.094292534889
93 8.271084224703392 0.13454152643680573 0.19259513914585116 82710.84224703391 5.9000096069988665e-22 8.445817446225665e-22 6200.213061996546
94 8.301770155135948 -0.12555332481861115 0.1934271603822708 83017.70155135948 -5.465225199733652e-22 8.419713239464994e-22 6223.2160083477875
95 8.332306008296271 -0.06868141144514084 0.1955260932445526 83323.06008296271 -2.9677686564575854e-22 8.448810221587846e-22 6246.106452995706
96 8.362696214941417 -0.016884183511137962 0.19317832589149475 83626.96214941418 -7.24283642266914e-23 8.286802935505801e-22 6268.887717347389
97 8.392944788187377 0.19900113344192505 0.1919051855802536 83929.44788187377 8.475163249338999e-22 8.172957349823286e-22 6291.562809735665
98 8.423053894497395 -0.14872139692306519 0.19744764268398285 84230.53894497395 -6.288622884128779e-22 8.34899207436913e-22 6314.133354195948
99 8.453024578162477 0.05405312404036522 0.19474202394485476 84530.24578162478 2.269435220573498e-22 8.176297224489428e-22 6336.600133555081
100 8.482857707326042 -0.14998869597911835 0.20096774399280548 84828.57707326043 -6.253100658821977e-22 8.3784416162824305e-22 6358.963798595235
101 8.512554150131507 -0.09409809857606889 0.19890926778316495 85125.54150131506 -3.895671493189339e-22 8.234865273155582e-22 6381.2250000985805
102 8.5421147747223 0.020564381033182144 0.20611430704593656 85421.147747223 8.454853601082477e-23 8.474197634978827e-22 6403.384388847302
103 8.571540449241834 -0.09084630012512208 0.20701900124549863 85715.40449241834 -3.709460419669156e-22 8.453055217240031e-22 6425.442615623564
104 8.60083204183353 0.20895314216613767 0.20763427019119263 86008.3204183353 8.474014980943191e-22 8.4205286310478425e-22 6447.400331209542
105 8.629990420640809 -0.06194525212049484 0.21866585314273837 86299.90420640809 -2.495218905729156e-22 8.808087014285243e-22 6469.258186387413
106 8.6590164538071 -0.16918630897998807 0.2215295732021332 86590.164538071 -6.769386964491918e-22 8.863716066182155e-22 6491.016831939355
107 8.687911009475812 -0.2414279729127884 0.2237470746040344 86879.11009475811 -9.595732112781218e-22 8.89299182284217e-22 6512.676918647535
108 8.716674955790367 0.4993157088756561 0.2277626991271973 87166.74955790368 1.9714909203980616e-21 8.992949457683632e-22 6534.239097294128
109 8.745309160894188 0.5861483216285706 0.22801233828067777 87453.09160894188 2.299208976143054e-21 8.943948067439923e-22 6555.70401866131
110 8.773814492930692 0.6269345283508301 0.2294965088367462 87738.14492930692 2.4432423543894577e-21 8.943766298044417e-22 6577.072333531253
111 8.8021918200433 0.5959387421607971 0.23232561349868772 88021.91820043299 2.30749738466089e-21 8.995735762943734e-22 6598.344692686132
112 8.83044201037543 0.09708595275878906 0.24058952927589417 88304.4201037543 3.7351905825319833e-22 9.256207705349727e-22 6619.521746908118
113 8.85856593207051 -0.5384398698806763 0.2404762953519821 88585.6593207051 -2.058408760851755e-21 9.193199479068867e-22 6640.604146979394
114 8.88656445327195 -0.17467853426933289 0.24228693544864652 88865.6445327195 -6.63579565221771e-22 9.204145200579153e-22 6661.592543682121
115 8.914438442123178 0.16093739867210388 0.24685020744800568 89144.38442123178 6.075615079210985e-22 9.318945472289565e-22 6682.487587798484
116 8.942188766767611 0.03889239579439163 0.250680536031723 89421.88766767611 1.4591444398977186e-22 9.40490044056413e-22 6703.289930110654
117 8.969816295348668 0.0032005780376493926 0.2789452373981476 89698.16295348668 1.1933905052054434e-23 1.0400952386329354e-21 6724.000221400801
118 8.997321896009769 0.3170130252838135 0.2822580337524414 89973.21896009769 1.1748213882506203e-21 1.0460225562058791e-21 6744.619112451101
119 9.024706436894338 -0.1419785767793655 0.2904265820980072 90247.06436894338 -5.229713598481709e-22 1.069772553163989e-21 6765.147254043732
120 9.051970786145784 -0.16870851814746857 0.2865889072418213 90519.70786145783 -6.176920022235686e-22 1.049287124758741e-21 6785.585296960858
121 9.07911581190754 0.15252844989299774 0.3003513514995575 90791.15811907541 5.551176034029609e-22 1.0931096627562914e-21 6805.933891984663
122 9.106142382323021 -0.49073705077171326 0.2949510216712952 91061.42382323022 -1.7754204996708953e-21 1.0670930378103756e-21 6826.193689897317
123 9.133051365535641 0.25457483530044556 0.3049008250236511 91330.51365535641 9.155981907312776e-22 1.0965995260869379e-21 6846.3653414809905
124 9.159843629688831 0.4256037771701813 0.30072614550590515 91598.4362968883 1.5217755733892581e-21 1.0752670137309425e-21 6866.449497517864
125 9.186520042926002 -0.1486847847700119 0.31341427564620966 91865.20042926002 -5.285495767937472e-22 1.114135404037211e-21 6886.446808790106
126 9.213081473390575 0.549211323261261 0.3172692656517029 92130.81473390576 1.9411134278144283e-21 1.1213454743291585e-21 6906.357926079892
127 9.239528789225975 -0.2182472795248032 0.3222767114639282 92395.28789225976 -7.669559968993411e-22 1.1325321307850162e-21 6926.183500169397
128 9.265862858575616 0.5147390365600586 0.31694445013999933 92658.62858575616 1.798608427383681e-21 1.1074717838459034e-21 6945.924181840792
129 9.292084549582922 -0.1992889791727066 0.32376453280448914 92920.84549582923 -6.924337562032381e-22 1.1249266894027122e-21 6965.580621876254
130 9.31819473039131 -0.0541306771337986 0.3222878873348236 93181.9473039131 -1.8702564038752976e-22 1.1135293646697002e-21 6985.1534710579535
131 9.3441942691442 -0.41411077976226807 0.3267768919467926 93441.942691442 -1.4228334692877353e-21 1.1227650222450992e-21 7004.643380168066
132 9.370084033985009 -0.21813182532787323 0.32315561175346375 93700.8403398501 -7.453380909462535e-22 1.1041955312153978e-21 7024.050999988763
133 9.395864893057162 -0.3284813463687897 0.33961641788482666 93958.64893057162 -1.1162422080680544e-21 1.1540813029008615e-21 7043.376981302221
134 9.421537714504078 0.7991803884506226 0.3259395360946655 94215.37714504078 2.7009869804699445e-21 1.1015766354312862e-21 7062.621974890613
135 9.447103366469172 -0.1401212066411972 0.34082266688346863 94471.03366469171 -4.710074632960353e-22 1.1456511374016002e-21 7081.786631536111
136 9.472562717095864 -0.18242865800857544 0.33892759680747986 94725.62717095863 -6.099290790291891e-22 1.1331651465015172e-21 7100.871602020887
137 9.497916634527584 -0.35696721076965326 0.35227042436599726 94979.16634527584 -1.1871152219475427e-21 1.1714957855797183e-21 7119.877537127124
138 9.523165986907738 -0.6398411989212036 0.355946809053421 95231.65986907738 -2.1165607936127638e-21 1.1774531898294014e-21 7138.805087636985
139 9.548311642379753 0.019495436921715736 0.3588147759437561 95483.11642379753 6.415064938012157e-23 1.180696845954505e-21 7157.654904332649
140 9.573354469087048 0.22946161031723025 0.3557319045066833 95733.54469087049 7.511090805535906e-22 1.164436453436364e-21 7176.4276379962885
141 9.598295335173043 -0.409069299697876 0.36687430739402765 95982.95335173044 -1.3320788237686289e-21 1.1946765406871333e-21 7195.123939410078
142 9.623135108781153 -0.22158589959144592 0.3644647002220154 96231.35108781152 -7.178442220417381e-22 1.1807108650637617e-21 7213.744459356186
143 9.6478746580548 0.1079225018620491 0.3725682497024536 96478.746580548 3.4783233651012547e-22 1.2007809545514532e-21 7232.2898486167915
144 9.672514851137406 0.056595083326101296 0.37245702743530273 96725.14851137405 1.8147681474319573e-22 1.1943142583289502e-21 7250.760757974067
145 9.697056556172384 0.3225481510162353 0.3764772415161133 96970.56556172385 1.0290487614571575e-21 1.201102650498416e-21 7269.157838210184
146 9.721500641303162 -0.2812328338623047 0.3847315907478333 97215.00641303162 -8.927310896473198e-22 1.2212722373598218e-21 7287.481740107318
147 9.745847974673152 -0.1937730312347412 0.38401991128921514 97458.47974673152 -6.120336811740819e-22 1.2129299854207169e-21 7305.73311444764
148 9.770099424425776 -0.281586617231369 0.38453659415245056 97700.99424425776 -8.849837548735576e-22 1.2085398174292721e-21 7323.912612013325
149 9.794255858704457 1.0471436977386475 0.3907986581325531 97942.55858704456 3.2747989907140413e-21 1.2221694634543879e-21 7342.020883586549
150 9.818318145652608 -0.3541696667671204 0.3913468718528748 98183.18145652607 -1.1021949489639352e-21 1.2178923999516234e-21 7360.058579949481
151 9.84228715341365 -0.30107742547988886 0.398270845413208 98422.8715341365 -9.324109930450301e-22 1.2334106879010037e-21 7378.026351884296
152 9.866163750131008 -0.016401752829551697 0.3996986448764801 98661.63750131008 -5.054926894990748e-23 1.231848480387507e-21 7395.924850173169
153 9.889948803948093 0.5702521204948425 0.43525394797325134 98899.48803948093 1.749041348917155e-21 1.3349834659519476e-21 7413.754725598271
154 9.913643183008329 -0.0624050498008728 0.40894991159439087 99136.43183008328 -1.9049098252112807e-22 1.2483167742052575e-21 7431.516628941776
155 9.937247755455138 -0.06327986717224121 0.42192402482032776 99372.47755455138 -1.9224478962665982e-22 1.2818088756292297e-21 7449.211210985861
156 9.960763389431925 -0.1627512127161026 0.417520135641098 99607.63389431925 -4.921077904379315e-22 1.2624478059779e-21 7466.839122512688
157 9.984190953082129 -0.453935831785202 0.42876771092414856 99841.90953082129 -1.3661235031697085e-21 1.2903798428737516e-21 7484.401014304444
158 10.007531314549153 0.8857030868530273 0.4386915564537048 100075.31314549153 2.6531114722893582e-21 1.3140945521136418e-21 7501.8975371432925
159 10.030785341976427 0.5591316223144531 0.4438932836055756 100307.85341976427 1.6671145289002455e-21 1.3235183145551153e-21 7519.329341811414
160 10.053953903507365 -0.07159494608640671 0.4404780268669128 100539.53903507364 -2.1248576545105397e-22 1.3072893523828806e-21 7536.697079090978
161 10.077037867285387 0.08859614282846451 0.4579587876796722 100770.37867285387 2.617401146042792e-22 1.3529503852486354e-21 7554.001399764158
162 10.100038101453912 -0.04395445063710213 0.45545849204063416 101000.38101453912 -1.292641476607519e-22 1.3394423753481692e-21 7571.242954613127
163 10.122955474156356 0.08946799486875534 0.4642065167427063 101229.55474156357 2.6192340364127133e-22 1.358994923671524e-21 7588.422394420058
164 10.14579085353614 -0.004566570278257132 0.47290483117103577 101457.90853536139 -1.330882116887467e-23 1.3782347460891951e-21 7605.540369967121
165 10.168545107736689 0.3906376957893372 0.48306113481521606 101685.45107736689 1.1333857951373421e-21 1.4015406968756618e-21 7622.597532036499
166 10.191219104901412 -0.1851096153259277 0.48788338899612427 101912.19104901412 -5.346849444876683e-22 1.4092401537464047e-21 7639.594531410354
167 10.213813713173732 -0.26158106327056885 0.48768624663352966 102138.13713173731 -7.522318022723921e-22 1.402445191031051e-21 7656.532018870863
168 10.23632980069707 0.09126552939414978 0.5001545548439026 102363.29800697071 2.6130004973231384e-22 1.4319799701170904e-21 7673.410645200203
169 10.258768235614845 0.07048297673463821 0.49873942136764526 102587.68235614845 2.0091624617117702e-22 1.4216887112477395e-21 7690.231061180543
170 10.281129886070469 0.1373094618320465 0.5111055970191956 102811.29886070469 3.8970863433005925e-22 1.4506084399080599e-21 7706.993917594054
171 10.303415620207367 0.8246284723281859 0.5054911971092224 103034.15620207367 2.330328480164082e-21 1.4284742434009136e-21 7723.699865222914
172 10.32562630616896 0.6331133842468262 0.5066577792167664 103256.2630616896 1.7814348434452812e-21 1.4256179762699098e-21 7740.349554849296
173 10.34776281209866 0.32228782773017883 0.518710732460022 103477.6281209866 9.029677242874335e-22 1.4532942585874617e-21 7756.943637255367
174 10.369826006139892 0.3039492964744568 0.5229486227035521 103698.26006139892 8.479679897937099e-22 1.4589396899511706e-21 7773.482763223307
175 10.391816756436068 -0.3707859814167023 0.5464627742767334 103918.16756436067 -1.03005781339975e-21 1.5180947462608073e-21 7789.967583535283
176 10.413735931130612 0.2800934612751007 0.5615782737731934 104137.35931130612 7.748383428817226e-22 1.5535256591421228e-21 7806.398748973473
177 10.43558439836694 0.3836810886859894 0.5635085701942444 104355.8439836694 1.0569588970603745e-21 1.5523449406286217e-21 7822.776910320045
178 10.457363026288476 0.4208585023880005 0.5813286304473877 104573.63026288476 1.1545506513070176e-21 1.5947719841660124e-21 7839.102718357179
179 10.479072683038632 0.48393380641937256 0.632891833782196 104790.72683038632 1.3220914947430504e-21 1.7290400038939663e-21 7855.376823867041
180 10.500714236760826 -0.6205363273620604 0.60543292760849 105007.14236760826 -1.6883045307483935e-21 1.6472124349124324e-21 7871.599877631804
181 10.522288555598482 -0.19829189777374268 0.5968595743179321 105222.88555598483 -5.372863523599965e-22 1.6172345272641103e-21 7887.772530433645
182 10.543796507695012 -0.1286811530590057 0.611254870891571 105437.96507695012 -3.4724993039953025e-22 1.649489504311036e-21 7903.895433054731
183 10.565238961193838 0.3381884694099426 0.6116049885749817 105652.38961193839 9.089110899286162e-22 1.643741898537722e-21 7919.96923627724
184 10.586616784238378 -0.21288694441318512 0.6214770674705504 105866.16784238379 -5.698438923701189e-22 1.6635351318624662e-21 7935.994590883342
185 10.607930844972053 -0.4123541414737701 0.6189594268798828 106079.30844972053 -1.0993355083181993e-21 1.6501448821282677e-21 7951.972147655212
186 10.62918201153828 -0.13161642849445343 0.6378752589225769 106291.8201153828 -3.4948751739508363e-22 1.6937812642286692e-21 7967.902557375022
187 10.650371152080476 0.036954931914806366 0.6747124791145325 106503.71152080476 9.773816383946196e-23 1.7844751812897844e-21 7983.786470824944
188 10.67149913474206 0.04481867700815201 0.6653617024421692 106714.9913474206 1.1806724250065812e-22 1.7527831412471554e-21 7999.624538787151
189 10.69256682766645 -0.31036943197250366 0.6779630184173584 106925.66827666451 -8.143971583487934e-22 1.7789482429235556e-21 8015.4174120438165
190 10.713575098997064 0.2054569125175476 0.6913835406303406 107135.75098997063 5.369986275781473e-22 1.807055347514305e-21 8031.165741377109
191 10.734524816877324 0.3009682893753052 0.7042198181152344 107345.24816877324 7.835673761689089e-22 1.833427954393579e-21 8046.870177569208
192 10.75541684945064 -0.4526556432247162 0.70838862657547 107554.1684945064 -1.173909722783414e-21 1.8371234484605815e-21 8062.53137140228
193 10.776252064860437 -0.6117280721664429 0.7288404703140258 107762.52064860436 -1.580316893777815e-21 1.8828609647209947e-21 8078.149973658498
194 10.79703125398734 0.6411942839622498 0.7325515151023864 107970.3125398734 1.65006928323508e-21 1.885170819035143e-21 8093.726577201904
195 10.817754865756193 0.5408053398132324 0.7530626654624939 108177.54865756193 1.3863980980855513e-21 1.9305368683988938e-21 8109.261518557866
196 10.838423140155731 0.6799141764640808 0.7587566971778869 108384.2314015573 1.7363734906593183e-21 1.9377225250568134e-21 8124.754977627984
197 10.859036284251818 -0.5292645692825316 0.7689315080642701 108590.36284251818 -1.3465159681729185e-21 1.9562589565429946e-21 8140.207109634047
198 10.879594505110296 -0.18464280664920807 0.7686271071434021 108795.94505110296 -4.679810092422537e-22 1.9481012873428722e-21 8155.618069797823
199 10.900098009797036 0.8399227857589722 0.7861379384994506 109000.98009797036 2.12080047450749e-21 1.9849940271490785e-21 8170.988013341106
200 10.920547005377884 -1.4235380887985227 0.8085748553276062 109205.47005377884 -3.580977246058817e-21 2.0340082091567163e-21 8186.3170954856705
201 10.9409416989187 0.03802851215004921 0.8468706607818604 109409.416989187 9.530620599599908e-23 2.1224082953857924e-21 8201.605471453298
202 10.961282297485337 -0.3670600354671478 0.8707751631736755 109612.82297485336 -9.165066732330264e-22 2.1742253877313733e-21 8216.85329646577
203 10.981569008143648 0.3705917298793793 0.8692843317985535 109815.69008143648 9.219092830132968e-22 2.1624910391927485e-21 8232.060725744863
